1,NCT02414958,Inclusion,male or female patient receiving insulin for the treatment of documented diagnosis of t1dm for at least 1 year at the time of visit 1,Observation,Person,C0025266,male,False,False,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Drug,C0025598,metformin,False,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Drug,C0537551,pramlintide,False,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Drug,C3537244,insulins,False,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Drug,C0650607,basal insulin,True,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Procedure,C1511237,bolus,True,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Observation,C0021641;C0202098;C1533581;C1145751;C1579433;C2739803,insulin,False,False,,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Observation,C0021641;C0202098;C1533581;C1145751;C1579433;C2739803,insulin,True,False,lower 3 months,,
11,NCT02414958,Exclusion,t1dm treatment with any other antihyperglycaemic drug ( eg metformin ; alpha-glucosidase inhibitors ; glp-1 analogues ; sglt-2 inhibitors ; pramlintide ; inhaled insulin ; pre-mixed insulins etc ; ) except subcutaneous basal insulin and bolus insulin within 3 months prior to visit 1,Drug Exposure,Other,C0013227;C1254351;C0740721,drug,False,False,,,
12,NCT02414958,Exclusion,occurrence of severe hypoglycaemia involving coma / unconsciousness or seizure that required hospitalisation or hypoglycaemia-related treatment by an emergency physician or paramedic within 3 months prior to visit 1 and until randomisation,Condition Occurrence,Condition,C0009421;C0543874;C3146279,coma,False,False,,,
12,NCT02414958,Exclusion,occurrence of severe hypoglycaemia involving coma / unconsciousness or seizure that required hospitalisation or hypoglycaemia-related treatment by an emergency physician or paramedic within 3 months prior to visit 1 and until randomisation,Condition Occurrence,Condition,C0445223,related,False,False,lower 3 months,,
12,NCT02414958,Exclusion,occurrence of severe hypoglycaemia involving coma / unconsciousness or seizure that required hospitalisation or hypoglycaemia-related treatment by an emergency physician or paramedic within 3 months prior to visit 1 and until randomisation,Condition Occurrence,Other,C1547231;C1547227;C1561581,severe,False,False,,,
12,NCT02414958,Exclusion,occurrence of severe hypoglycaemia involving coma / unconsciousness or seizure that required hospitalisation or hypoglycaemia-related treatment by an emergency physician or paramedic within 3 months prior to visit 1 and until randomisation,Condition Occurrence,Other,C3245502;C3245501;C1619636;C1546857,required,False,False,lower 3 months,,
13,NCT02414958,Exclusion,occurence of dka within 3 months prior to visit 1 and until randomisation,Condition Occurrence,Condition,C0011880,dka,False,False,lower 3 months,,
14,NCT02414958,Exclusion,additional may apply,Other,,,,,,,,
